CAR_CHC_ID,Reference_Number,Adv_Name_E,Program,Dept_Code,Class_Group,Class_Lvl,Appl_Submitted,url
905355,SHC16J-010714-000319,Policy Analyst - ANTICIPATORY,INT,SHC,EC,04,43,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905355
905378,GSS16J-016639-000106,"Team Leader, Telecommunication Operations",INT,GSS,CS,03,71,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905378
905385,DOE16J-016964-000016,ATIP Analyst (Professional Development Program),INT,DOE,PM,02,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905385
905433,DFO16J-015161-000166,Project Leader / Technical Advisor,JOP,DFO,CS,03,191,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905433
905441,PEN16J-009760-000065,TEACHER,JOP,PEN,ED,01,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905441
905497,CGC16J-010061-000107,Quantity Assurance Specialist (Program trainee)Amendment to the closing date,JOP,CGC,TI,02,128,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905497
905500,JUS16J-015538-000164,Accounts Payable Specialist,JOP,JUS,CR,05,190,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905500
905542,DND16J-008699-000099,EW (Electronic Warfare) / Radar Technologist,JOP,DND,EL,06,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905542
905558,RTC16J-016618-000074,Officer/Analyst,INT,RTC,CO,01,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905558
905562,STC16J-015304-000053,Unit Head - Senior Analyst,INT,STC,EC,06,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905562
905591,DVA16J-017236-000002,National Learning Advisor,JOP,DVA,ED,03,99,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905591
905608,AGR16J-016479-000027,Research Assistant,RAP,AGR,nil,nil,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905608
905628,DVA16J-017236-000003,Learning Services Officer,JOP,DVA,ED,01,103,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905628
905650,AGR16J-017000-000016,Student Research Assistant,RAP,AGR,nil,nil,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905650
905687,IAN16J-016160-000140,AS-02 Collective Process (Anticipatory)* AMENDMENT Closing Date,INT,IAN,AS,02,93,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905687
905689,IMC16J-015649-000064,Immigration Program Manager/Director General,INT,IMC,EX,03,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905689
905692,DND16J-016979-000023,Cook,JOP,DND,GS,05,70,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905692
905708,PPD16J-013987-000073,General Counsel,INT,PPD,LP,04,1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905708
905761,IAN16J-016160-000141,PM-05 Program Manager / Project Leader (Anticipatory) * AMENDMENT Closing Date,INT,IAN,PM,05,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905761
905764,DND16J-008697-000134,Disposal Contract Coordinator,INT,DND,GT,04,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905764
905780,GSS16J-013347-000093,Senior Director (various positions) - Anticipatory,INT,GSS,EX,02,81,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905780
905808,CSD16J-014549-000193,Senior Communications Advisor or Senior Marketing Advisor,JOP,CSD,IS,05,136,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905808
905847,BSF16J-016938-000002,Human Resources Trainee,INT,BSF,PE,01,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905847
905873,PCO16J-016621-000074,"Senior Strategic Advisor, Human Resources",INT,PCO,PE,05,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905873
905906,AHS16J-011277-000296,Program Support,INT,AHS,AS,03,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905906
905912,PEN16J-010296-000283,Psychologist,INT,PEN,PS,03,0,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905912
905915,ATS16J-016637-000049,Human Resources Coordinator,INT,ATS,AS,02,66,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905915
905926,CSD16J-016635-000056,Call Center Agent,JOP,CSD,CR,05,1092,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905926
905946,PEN16J-012666-000010,Assistant to Deputy Warden / Assistant Warden,INT,PEN,CR,04,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905946
905959,DFO16J-016452-000088,"Director General, Conservation & Protection",INT,DFO,EX,03,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905959
905980,PEN16J-010296-000284,Chief Psychologist,INT,PEN,PS,04,1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=905980
906005,CSD16J-016752-000130,Business Process Architect,INT,CSD,CS,03,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906005
906020,IPC16J-016421-000047,Administrative Assistant,JOP,IPC,AS,01,479,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906020
906039,AHS16J-016383-000014,Economic and Socio-Economic Analyst/Researcher,INT,AHS,EC,05,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906039
906041,FIN16J-014802-000078,"Manager, I.T.",INT,FIN,CS,04,43,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906041
906045,TBD16J-014677-001005,Analyst/Advisor,INT,TBD,EC,05,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906045
906058,AGR16J-011046-000050,"Associate Director, Research, Development and Technology",INT,AGR,SE,02,37,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906058
906068,IMC16J-010989-000151,Materiel Management Specialist (Procurement),JOP,IMC,PG,03,89,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906068
906072,IMC16J-010989-000152,Materiel Management Specialist (Procurement),INT,IMC,PG,03,48,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906072
906083,PEN16J-010296-000285,"Chief, Health Services",INT,PEN,NU,05,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906083
906115,DND16J-014083-000014,Research Operations Group Leader,INT,DND,EG,07,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906115
906129,AGR16J-010040-000027,Masters Student - Research Affiliate Program,RAP,AGR,nil,nil,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906129
906162,SVC16J-016483-000127,Client Service and Training Officer,INT,SVC,AS,03,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906162
906166,CSD16J-015377-000093,Program Advisor,INT,CSD,PM,03,103,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906166
906194,SVC16J-015213-000211,ATIP Trainee **ATIP Developmental Program (ANTICIPATORY),INT,SVC,PM,01,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906194
906224,TBD16J-014677-001010,Advisor,INT,TBD,EC,06,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906224
906305,RCM16J-016305-000078,ViCLAS Analytical Assistant / NSOR Analyst,INT,RCM,AS,01,41,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906305
906327,DOE16J-015620-000116,Program Specialist (Project Manager),INT,DOE,PM,06,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906327
906329,JUS16J-011791-000004,Regional Business Manager,INT,JUS,AS,04,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906329
906336,BAL16J-011819-000140,"Chief, Financial Planning and Reporting",INT,BAL,FI,03,84,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906336
906403,AGR16J-017172-000008,Graduate Research Assistant,RAP,AGR,nil,nil,36,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906403
906406,DFO16J-016926-000042,Engineering Manager,INT,DFO,EN,04,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906406
906420,SVC16J-010864-000205,Security Screening Investigator,INT,SVC,PM,03,99,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906420
906445,PPD16J-013987-000074,Deputy Chief Federal Prosecutor,INT,PPD,LC,02,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906445
906446,CSD16J-016752-000131,IM/IT Director,JOP,CSD,CS,05,119,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906446
906453,RCM16J-011498-000129,Detachment Services Assistant 1,JOP,RCM,CR,05,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906453
906474,CSD16J-015333-000041,SENIOR POLICY ANALYST (GOVERNANCE),INT,CSD,EC,06,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906474
906493,SVC16J-010864-000206,Administrative Assistant / Office Support Clerk / Data Entry Clerk,INT,SVC,CR,04,76,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906493
906501,DFO16J-017114-000039,Liaison Officer,INT,DFO,AS,04,170,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906501
906515,DOE16J-013448-000069,Contracting and Procurement Officer,INT,DOE,PG,02,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906515
906578,RCM16J-014981-000122,"Manager, Strategic Policy, Planning and Performance",INT,RCM,EC,07,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906578
906579,PXR16J-016302-000038,Executive Assistant to Director ANTICIPATORY,INT,PXR,AS,03,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906579
906598,WCO16J-010013-000094,Planning Officer,INT,WCO,CO,02,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906598
906622,DFO16J-016537-000152,Time Keeper,INT,DFO,CR,04,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906622
906643,GSS16J-014785-000221,Manager - Anticipatory (see notes for different streams),INT,GSS,CS,04,43,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906643
906679,JUS16J-015532-000043,"Articling Student, Common Law 2017-2018_National Capital Region",JOP,JUS,LP,00,263,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906679
906700,DFO16J-009420-000136,"Division Manager, RMAA; Regional Manager, Aquaculture; Division Manager, Oceans",INT,DFO,CO,03,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906700
906706,BSF16J-015138-000613,Junior Program Officer,INT,BSF,FB,02,90,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906706
906720,DND16J-011205-000099,Chief Business Operations (Anticipatory),INT,DND,AS,03,112,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906720
906759,SVC16J-014242-000005,Analyst,INT,SVC,FI,02,37,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906759
906762,SHC16J-010714-000327,Laboratory Biologist III,JOP,SHC,BI,03,112,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906762
906773,JUS16J-009708-000064,Administrative Assistant,INT,JUS,AS,01,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906773
906810,CSD16J-016614-000151,TEAM LEADER,INT,CSD,PM,03,292,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906810
906835,RCM16J-015713-000117,Personnel Security Manager,INT,RCM,AS,05,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906835
906854,RSN16J-014953-000166,Junior Research Technologist,JOP,RSN,EG,03,135,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906854
906865,DND16J-014865-000128,Fire Chief,JOP,DND,FR,06,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906865
906889,DND16J-014083-000015,Information Systems Security Officer (ISSO),INT,DND,CS,02,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906889
906910,BSF16J-015139-000983,"Team Leader, NFSDC",INT,BSF,AS,03,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906910
906926,PCO16J-016748-000027,Assistant Secretary to the Cabinet,INT,PCO,EX,04,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906926
906945,CSD16J-017244-000002,Manager-Executive Committee,INT,CSD,EC,07,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906945
906959,SHC16J-016079-000048,"Executive Director, Security Management (Departmental Security Officer) Anticipatory",INT,SHC,EX,01,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906959
906991,RCM16J-014984-000053,Operations Manager,INT,RCM,PM,04,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=906991
907071,STC16J-014780-000121,Data Production and Dissemination Specialist,INT,STC,EC,05,309,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907071
907087,SHC16J-014006-000038,Community Liaison Officer,INT,SHC,PM,04,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907087
907154,RCM16J-014979-000223,Intelligence Research Specialist,INT,RCM,EC,05,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907154
907199,DND16J-014837-000016,Manager and superintendent of construction and maintenance,JOP,DND,GL,12,81,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907199
907202,CAJ16J-015153-000134,Senior Security Officer - Policy and Procedures,JOP,CAJ,AS,04,76,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907202
907211,RCM16J-014838-000060,Career Development and Performance Management Administrator,INT,RCM,AS,02,39,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907211
907214,RSN16J-014952-000114,Earthquake Seismologist,INT,RSN,PC,02,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907214
907241,SHC16J-009466-000365,Policy Analyst,INT,SHC,EC,04,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907241
907244,PSC16J-015120-000084,Program Evaluator,INT,PSC,EC,05,39,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907244
907249,PEN16J-009760-000066,Library Technician,JOP,PEN,EC,01,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907249
907291,SVC16J-015462-000131,"Team Leader, Product Integration **Amended version, please see Important Messages**",JOP,SVC,AS,06,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907291
907298,BSF16J-017062-000010,"Senior Policy, Planning and Performance Analyst",INT,BSF,EC,06,278,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907298
907339,CSD16J-016271-000162,Executive Assistant,INT,CSD,AS,03,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907339
907344,PEN16J-011384-000299,NATIONAL MONITORING CENTRE JUNIOR OFFICER,JOP,PEN,AS,02,353,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907344
907346,ENR16J-013570-000041,Receptionist/Administrative Assistant,JOP,ENR,NB,04,42,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907346
907356,DOE16J-010505-000332,1. Oil Sands Senior Support / 2. Project Coordinator,INT,DOE,PC,04,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907356
907357,AGR16J-010575-000214,Program Officer: Operations,INT,AGR,PM,02,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907357
907366,AHS16J-013475-000005,"Senior Manager, Program Delivery",INT,AHS,PM,06,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907366
907422,SVC16J-015178-000071,Architect,JOP,SVC,AR,05,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907422
907499,RSN16J-013773-000076,Geodetic Engineer,JOP,RSN,EN,02,77,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907499
907528,MOT16J-014636-000020,Airport Manager,JOP,MOT,PM,05,39,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907528
907570,BSF16J-015139-000994,Learning Specialist - 2 Streams (Anticipatory),JOP,BSF,PE,03,241,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907570
907598,PCO16J-016621-000075,Policy Advisor,INT,PCO,EC,06,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907598
907606,RSN16J-016394-000078,Rolling Mill Technician,JOP,RSN,EG,03,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907606
907632,SHC16J-009955-000339,Nurse Practitioner Consultant,JOP,SHC,NU,07,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907632
907633,PPD16J-014723-000275,"Director, Communications",INT,PPD,EX,01,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907633
907634,DOE16J-010515-000153,Information Officer,INT,DOE,PM,02,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907634
907646,PSP16J-017149-000040,Senior Policy Analyst,JOP,PSP,EC,04,548,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907646
907654,IAN16J-016620-000033,"Director General, Lands and Environmental Management",INT,IAN,EX,03,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907654
907673,DND16J-016979-000024,Storesperson / Shipper Receiver,JOP,DND,GS,04,558,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907673
907690,DND16J-008935-000145,Financial Analyst (Ammendment to closing date),INT,DND,FI,01,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907690
907708,PPD16J-014723-000276,"Senior ATIP Analyst, Policy and Governance",INT,PPD,PM,04,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907708
907733,AGR16J-016488-000115,Postdoctoral position,RAP,AGR,nil,nil,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907733
907749,SHC16J-009955-000340,Senior Policy Analyst,INT,SHC,EC,06,149,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907749
907758,DUS16J-015118-000062,Executive Assistant to the CEO,INT,DUS,AS,03,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907758
907765,SVC16J-017127-000050,Project Administrative Assistant,INT,SVC,AS,01,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907765
907767,TSB16J-011884-000066,"Regional Senior Investigator, Nautical",JOP,TSB,TI,07,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907767
907771,CES16J-015386-000111,"Senior Manager, Procurement & Contracting Unit",INT,CES,PG,06,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907771
907780,CAJ16J-016702-000033,Senior Labour Relations Advisor,INT,CAJ,PE,04,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907780
907793,SVC16J-015213-000214,Senior ATIP Officer,JOP,SVC,PM,04,156,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907793
907822,IAN16J-014624-000104,Executive Support - Scheduling/Correspondence,INT,IAN,AS,02,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907822
907898,RSN16J-013757-000201,Advanced Electronic & Electrical Technologist,INT,RSN,EL,06,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907898
907912,BSF16J-015139-000996,Office Assistant,JOP,BSF,CR,04,599,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907912
907921,RSN16J-014953-000168,Science Policy and Planning Advisor,INT,RSN,PC,03,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907921
907925,SHC16J-016375-000066,"Health Planning Program Officer, Program Delivery",JOP,SHC,PM,03,65,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907925
907942,RCM16J-011492-000051,Travel/Logistics Coordinator,INT,RCM,AS,02,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907942
907953,DFO16J-014928-000154,Fisheries Technician,JOP,DFO,EG,02,82,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907953
907980,RCM16J-016874-000021,LAN Programmer (SPS-CP-02),JOP,RCM,nil,nil,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907980
907999,AGR16J-010025-000295,"Chief, Corporate Reporting and Chief, Financial Controls **AMENDMENT TO CLOSING DATE**",INT,AGR,FI,03,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=907999
908018,BAL16J-011819-000142,"Director, Governance and Collaboration",INT,BAL,EX,01,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908018
908025,DFO16J-009419-000092,Area Supervisor - **Closing date amended.**,INT,DFO,EG,07,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908025
908036,CSD16J-014597-000210,Senior Business Analyst,INT,CSD,EC,06,84,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908036
908074,IAN16J-014689-000116,Regional Liaison Officer *Amendment - Asset Experience*,INT,IAN,AS,03,92,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908074
908075,CSD16J-016724-000074,** Amendment to closing date ** Analyst,INT,CSD,EC,05,37,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908075
908139,SVC16J-015707-000008,Coach,INT,SVC,AS,03,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908139
908147,AGR16J-017172-000009,Research Assistant - Plant Biology,JOP,AGR,EG,03,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908147
908188,INF16J-017091-000008,"Director General, Corporate Secretariat (Anticipatory)",INT,INF,EX,02,43,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908188
908255,PPD16J-014723-000277,Regional iCase Administrator,INT,PPD,EC,01,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908255
908287,CEO16J-016478-000096,Human Resources Coordinator,INT,CEO,CR,05,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908287
908301,PCH16J-016486-000116,"Analyst, FPT Culture and Heritage Secretariat",INT,PCH,PM,04,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908301
908332,SHC16J-014704-000445,Scientific Coordinator,INT,SHC,BI,02,42,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908332
908343,RCM16J-014981-000124,"Manager, Functional Analysis and Development",INT,RCM,AS,07,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908343
908372,CSD16J-014597-000211,Business Analyst,INT,CSD,EC,04,110,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908372
908405,MOT16J-014656-000098,"Regional Manager, Rail Safety Operations and Equipment     (ANTICIPATORY)",INT,MOT,TI,08,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908405
908414,RCM16J-016874-000022,High Altitude Surveillance Program (HASP) Maintenance Support Engineer (SPS-EE-03),JOP,RCM,nil,nil,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908414
908427,BSF16J-016376-000136,"Border Services Officers (Assignment - Little Gold, Yukon)",INT,BSF,FB,03,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908427
908436,INF16J-011554-000057,Policy Advisor,INT,INF,EC,06,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908436
908472,IAN16J-014474-000152,"Manager, Centre of Expertise (2 Streams, see important messages)",INT,IAN,PE,05,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908472
908485,SVC16J-016439-000034,Land Surveyor,JOP,SVC,EN,03,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=908485
