CAR_CHC_ID,Reference_Number,Adv_Name_E,Program,Dept_Code,Class_Group,Class_Lvl,Appl_Submitted,url
785582,AGR15J-009947-000113,Working Level Labourer,JOP,AGR,GL,05,70,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=785582
815634,AGR15J-014621-000047,Research Assistant,JOP,AGR,EG,05,81,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=815634
824695,CSD15J-015377-000026,Team Leader,INT,CSD,AS,04,60,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=824695
837595,MOT15J-014518-000072,Audit Manager,INT,MOT,FI,04,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=837595
843826,PCH15J-016486-000029,"Stream 1: Senior Communications Advisor / Stream 2: Team Leader, Media Relations",INT,PCH,IS,05,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=843826
852041,IAN15J-010829-000066,"Manager, Negotiations, Contracts and Research",JOP,IAN,AB,11,57,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=852041
854223,DVA15J-008708-000095,Various Director Positions (AMENDMENT * Asset qualifications),INT,DVA,EX,01,72,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=854223
860129,ESO15J-016746-000008,"Programmer Analyst, Application Development (Anticipatory)",JOP,ESO,CS,02,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=860129
862562,EXT15J-015428-000050,TECHNICAL SPECIALIST,JOP,EXT,CS,02,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=862562
863104,PCH15J-016485-000004,Senior Policy Analyst,INT,PCH,CO,02,90,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=863104
863839,IAN15J-015660-000007,Senior Engineer,JOP,IAN,EN,04,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=863839
865540,RSN15J-013757-000150,Research Scientist - Seismologist,JOP,RSN,SE,01,41,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=865540
865735,DFO15J-009736-000097,IBMS Supervisor,INT,DFO,AS,05,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=865735
866315,ACO15J-014794-000052,Compensation Advisor,INT,ACO,AS,02,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=866315
866962,PEN15J-016554-000031,Coordinator Nutrition Management Program,INT,PEN,ND,03,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=866962
872096,RCM15J-014892-000084,Detachment Services Assistant-3,JOP,RCM,CR,05,39,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=872096
872642,TBD15J-014677-000768,Senior ATIP Analyst,INT,TBD,PM,04,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=872642
873463,SHC15J-014704-000336,Various Manager Positions (Amendment to closing date),INT,SHC,EC,08,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=873463
873703,SHC15J-015825-000005,Research and Data Management,INT,SHC,EC,02,139,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=873703
875806,DOE15J-010515-000135,Laboratory Technologist,JOP,DOE,EG,05,193,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=875806
875886,SIF16J-010144-000356,"Senior Manager, Operational Risk Division (RE-07)",JOP,SIF,RE,07,49,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=875886
876087,DFO16J-009420-000113,"REGIONAL DIRECTOR, COMMUNICATIONS",INT,DFO,IS,06,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=876087
876101,JUS16J-014455-000076,Senior Counsel,INT,JUS,LP,03,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=876101
876639,CSD16J-015955-000098,Database Administrator,INT,CSD,AS,02,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=876639
877412,BSF16J-015668-000161,Superintendent,INT,BSF,FB,05,142,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=877412
877760,AGR16J-010619-000088,Senior Human Resources Advisor,INT,AGR,PE,04,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=877760
878026,MOT16J-014691-000103,Senior ATIP Analyst,INT,MOT,PM,05,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=878026
879142,DOE16J-016467-000094,Coordinator/Officer Environmental Programs (Marine Habitat Specialist),INT,DOE,PC,03,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=879142
879518,BSF16J-016659-000102,"Manager, HR",INT,BSF,PE,04,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=879518
879811,SVC16J-015213-000150,*AMENDMENT. Manager,INT,SVC,IS,06,59,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=879811
880828,PCO16J-016621-000044,"Assistant Secretary to the Cabinet, Federal-Provincial-Territorial Relations",INT,PCO,EX,04,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=880828
882640,DFO16J-016537-000088,Senior Advisor to the Regional Director-General,INT,DFO,PM,06,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=882640
883182,DND16J-011172-000055,Assets Preservation Officer,INT,DND,GT,04,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=883182
883771,BSF16J-015139-000842,Environmental Analyst,JOP,BSF,PC,02,332,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=883771
884132,SVC16J-015354-000092,Supply Specialist,INT,SVC,PG,04,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=884132
884781,CSD16J-015784-000488,Business Expertise Advisor,INT,CSD,PM,03,222,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=884781
884904,IMC16J-010989-000120,Security Manager *amendment closing date*,JOP,IMC,AS,06,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=884904
885108,CSD16J-016685-000069,"Senior Manager (Director, Project Office) - Position title is under review",INT,CSD,AS,07,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=885108
885192,PSC16J-016357-000031,Senior Project Planning and Reporting Officer,INT,PSC,AS,05,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=885192
885612,BSF16J-015336-000092,Regional Program Officer,INT,BSF,FB,04,59,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=885612
885749,SVC16J-015178-000064,Project Technician,INT,SVC,EG,02,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=885749
885886,PEN16J-014192-000089,"Director, Departmental Security",INT,PEN,EX,02,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=885886
886244,JUS16J-009708-000058,Senior Counsel - ANTICIPATORY STAFFING,INT,JUS,LP,03,53,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=886244
886400,SVC16J-015178-000065,Project Management Officer,INT,SVC,EG,06,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=886400
886685,CSD16J-014622-000274,Service Desk Agent,JOP,CSD,AS,02,240,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=886685
886739,IAN16J-014624-000091,SENIOR ADVISOR,JOP,IAN,PM,06,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=886739
886962,EXT16J-010447-000075,Visits Operations Manager,INT,EXT,AS,03,57,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=886962
887504,EXT16J-016275-000107,Tracking Officer / Visits and Events Support Officer - ANTICIPATORY,INT,EXT,AS,02,53,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=887504
887682,RTC16J-016309-000050,Legal Counsel,JOP,RTC,LP,02,92,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=887682
887764,RSN16J-013755-000050,"Researcher - Mining systems, methods and equipment - ANTICIPATORY PROCESS *Amendment: c",JOP,RSN,SE,02,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=887764
887784,AGR16J-010860-000120,Research Assistant - Plant Biology,INT,AGR,EG,05,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=887784
887925,DND16J-008697-000117,Line Supervisor Ranges,INT,DND,SR,01,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=887925
888469,SVC16J-016508-000115,"Stream A: Senior Advisor, Stream B: Manager Learning",INT,SVC,AS,06,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=888469
888639,WCO16J-014579-000023,Communications Officer (Anticipatory),JOP,WCO,IS,03,87,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=888639
888720,CSA16J-017009-000005,"Manager, Corporate Investment Management Office",INT,CSA,EN,06,33,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=888720
888859,BSF16J-015138-000536,Targeting Officer,INT,BSF,FB,03,152,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=888859
888882,SHC16J-014961-000019,Nurse Practice Consultant,INT,SHC,NU,05,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=888882
889502,RCM16J-016874-000012,Network Systems Specialist (SPS-CP-02),JOP,RCM,nil,nil,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=889502
889726,RSN16J-016394-000065,Combustion Research Technologist,INT,RSN,EG,04,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=889726
889885,PEN16J-011304-000105,Parole Officer Supervisor / Manager Community Correctional Centre,INT,PEN,WP,05,38,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=889885
890018,RCM16J-015796-000081,Director National Accounting Services - AMENDMENT TO CLOSING DATE,INT,RCM,EX,01,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890018
890262,DFO16J-016926-000022,General Labourer/Operator - *Extension of closing date,JOP,DFO,GL,08,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890262
890265,PSC16J-015120-000070,Executive Assistant to the Director General,INT,PSC,AS,02,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890265
890478,CSD16J-016196-000284,"Team Leader, Human Resources Service Center",INT,CSD,AS,04,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890478
890700,DVA16J-016731-000053,"National Program Manager (Various Positions) and Manager, Operations Support",INT,DVA,WP,06,53,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890700
890716,ATS16J-016637-000041,Executive Assistant to the Chairperson and to the Executive Director and General Counse,INT,ATS,AS,03,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=890716
891017,SHC16J-011348-000039,Regional Regulatory Compliance and Enforcement Officer,JOP,SHC,SG,04,91,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891017
891083,RCM16J-016817-000040,Communications Advisor,INT,RCM,IS,03,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891083
891092,EXT16J-016884-000031,"Senior Operations Officer, Emergency Watch and Response Centre (EWRC)",INT,EXT,PM,05,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891092
891117,SHC16J-011157-000072,Scientific Support Specialist (ANTICIPATORY),JOP,SHC,EG,05,228,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891117
891184,DVA16J-016731-000056,Junior Program Officer,JOP,DVA,PM,02,682,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891184
891215,BSF16J-015637-000003,Operations Analyst,INT,BSF,AS,03,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891215
891278,PSC16J-015120-000071,Contracting Specialist,INT,PSC,PG,03,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891278
891311,PCO16J-016621-000059,"Manager, Workforce Planning and Development",INT,PCO,PE,06,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891311
891317,RCM16J-015989-000007,Labour Relations Advisor,INT,RCM,PE,03,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891317
891368,PSC16J-011776-000034,"Analyst, Data Services",JOP,PSC,EC,02,138,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891368
891500,DFO16J-011234-000169,"Manager, Safety and Security",INT,DFO,AS,06,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891500
891570,SVC16J-015178-000067,Project Management Officer,INT,SVC,EG,06,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891570
891854,CSD16J-016288-000134,Payment Services Officer/Integrity Services Officer,JOP,CSD,PM,01,803,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891854
891907,CSD16J-014597-000164,Senior Advisor ** AMENDMENT to sections: Intent of the process and Closing date,INT,CSD,PM,05,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891907
891923,CSD16J-016288-000135,Service Canada Benefits Officer,JOP,CSD,PM,02,808,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891923
891986,PEN16J-014903-000077,"Chief, Health Services",INT,PEN,NU,05,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=891986
892333,AGR16J-010040-000014,Commercialization Assistant - *AMENDMENT TO CLOSING DATE*,INT,AGR,AS,01,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892333
892350,SHC16J-015832-000121,"Manager, Security",INT,SHC,CS,04,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892350
892361,GSS16J-012842-000206,Occupational Health and Safety Coordinator,INT,GSS,AS,04,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892361
892371,RCM16J-014980-000109,Procurement Officer,INT,RCM,PG,02,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892371
892428,CSD16J-016591-000201,BUSINESS EXPERTISE SENIOR CONSULTANT,INT,CSD,PM,05,137,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892428
892513,CSD16J-016692-000058,"Manager, Socio-Economic Information",INT,CSD,EC,06,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892513
892559,CSD16J-011763-000029,Director General - Federal Mediation and Conciliation Service,JOP,CSD,EX,03,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892559
892623,RCM16J-016779-000002,Operational Field Support Consultant,INT,RCM,AS,03,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=892623
893032,SVC16J-015061-000121,Project Liaison Officer- AMENDMENT TO EDUCATION REQUIREMENT,INT,SVC,EG,05,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=893032
893108,GSS16J-013343-000254,"**ANTICIPATORY ** Team Leader, Reporting",INT,GSS,AS,06,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=893108
893235,INF16J-015048-000071,Policy Analyst,INT,INF,EC,05,42,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=893235
893379,SHC16J-016656-000008,"Senior Advisor, Program Delivery (2 STREAMS)",INT,SHC,PM,05,100,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=893379
893388,PSP16J-015191-000185,Senior Program Advisor,INT,PSP,PM,05,187,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=893388
894076,RCM16J-017176-000002,Human Resources Advisor - 3 Streams ***Extension of closing date***,INT,RCM,PE,03,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894076
894101,FIN16J-015110-000059,Director (Anticipatory),INT,FIN,EX,03,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894101
894121,FIN16J-015110-000060,Senior Chief (Anticipatory),INT,FIN,EX,02,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894121
894179,DND16J-016541-000003,Customs Regulatory Planning & Procedures Officer,INT,DND,AS,04,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894179
894261,DUS16J-016360-000073,Executive Office Manager,INT,DUS,AS,03,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894261
894411,MOT16J-010508-000047,"Supervisor, Surface & Mobile (Anticipatory)",JOP,MOT,GL,08,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894411
894453,PSP16J-017088-000005,"Senior Director, Canadian Cyber Incident Response Centre *Extension to closing date",INT,PSP,EX,02,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894453
894493,DND16J-016432-000092,Shift Engineer,JOP,DND,HP,05,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894493
894593,SHC16J-014704-000393,Program Support,INT,SHC,AS,01,86,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894593
894599,SHC16J-014704-000394,Scientific Evaluator III,INT,SHC,CH,03,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894599
894629,DUS16J-017180-000002,Policy Analyst Sector - Specialist,INT,DUS,EC,06,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894629
894739,PPD16J-013987-000070,Paralegal,JOP,PPD,EC,03,94,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894739
894836,SVC16J-010449-000106,"Supervisor, Technical Services - Amendment to Area of Selection only",INT,SVC,EG,07,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894836
894863,DND16J-016432-000093,Training Officer,INT,DND,FR,04,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894863
894867,DFO16J-011317-000470,Fishing Officer,JOP,DFO,SO,06,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894867
894879,SIF16J-010144-000384,Senior Supervisor (RE-05),JOP,SIF,RE,05,99,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894879
894894,JUS16J-015538-000145,Financial Analyst,JOP,JUS,FI,01,173,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=894894
895009,BAL16J-011563-000150,Senior Project Officer,INT,BAL,EC,05,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895009
895068,NED16J-016300-000034,Economic Development Officer,JOP,NED,CO,02,99,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895068
895144,BSF16J-015336-000093,Senior Project Officer (Amended: Closing date),INT,BSF,AS,05,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895144
895151,IAN16J-014624-000097,"MANAGER, WATER RESOURCES (MODOFICATION OF THE CLOSING DATE)",JOP,IAN,PC,04,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895151
895171,CSD16J-010931-000318,Financial Analyst,INT,CSD,FI,02,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895171
895255,AGR16J-017172-000002,Biologist - Bee Pathology,JOP,AGR,BI,02,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895255
895269,CSD16J-010931-000319,Policy Analyst,INT,CSD,EC,05,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895269
895491,EXT16J-014650-000061,"Senior Coordinator, Planning and Special Projects",INT,EXT,AS,05,76,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895491
895506,CSD16J-016378-000069,Senior Integrity Services Officer,INT,CSD,PM,03,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895506
895521,SHC16J-015873-000010,"Manager, Policy Development/Senior Policy Advisor",INT,SHC,EC,07,46,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895521
895600,SVC16J-017068-000005,System Analyst and Training Lead,INT,SVC,AS,05,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895600
895692,SHC16J-014704-000405,Scientific Evaluator / Project Coordinator,JOP,SHC,BI,03,437,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895692
895732,SHC16J-014704-000406,Scientific Evaluator / Project Coordinator,JOP,SHC,CH,03,104,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895732
895803,PEN16J-016224-000103,"Chief, Health Services",INT,PEN,NU,05,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895803
895805,JUS16J-009708-000059,"Senior Financial Officer, Planification",INT,JUS,FI,02,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=895805
896012,PEN16J-015188-000315,Correctional Staff Training Officer,INT,PEN,CX,03,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896012
896115,DUS16J-014221-000134,Policy/Planning Officer,INT,DUS,EC,05,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896115
896330,JUS16J-015538-000154,Financial Analyst,INT,JUS,FI,01,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896330
896460,IAN16J-016683-000047,Economic Policy Officer *Amendment to closing date*,INT,IAN,EC,04,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896460
896555,SVC16J-010602-000120,Business Systems Analyst,INT,SVC,AS,02,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896555
896579,RSN16J-013758-000083,Economist,JOP,RSN,EC,05,83,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896579
896598,IRB16J-016558-000017,"Supervisor, Interpretation Services, Transcription and Recording",INT,IRB,AS,03,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896598
896635,DND16J-010637-000090,General Safety Officer ***AMENDMENT: CLOSING DATE***,INT,DND,AS,06,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896635
896752,BSF16J-015139-000920,Project Officer,INT,BSF,AS,03,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896752
896753,SVC16J-017068-000006,Communication and Web Team Lead,INT,SVC,AS,05,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896753
896880,DND16J-016699-000010,Marine Refrigeration & A/C Apprentice,JOP,DND,SR,00,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896880
896904,FCG16J-016795-000010,Senior Grievance Officer,INT,FCG,PM,05,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896904
896922,CEO16J-016946-000010,"Senior Advisor, Procurement and Contracting",INT,CEO,PG,04,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896922
896928,DND16J-011356-000056,Civilian Ammunition Technician Supervisor,INT,DND,GT,03,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=896928
897010,JUS16J-010822-000106,Various CS-03 positions (see Important messages section),INT,JUS,CS,03,228,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897010
897022,CSD16J-016196-000298,Researcher Advisor,INT,CSD,EC,05,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897022
897138,IAN16J-016316-000022,PROGRAM MANAGER / REGIONAL PROGRAM DEVELOPMENT ADVISOR,INT,IAN,PM,05,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897138
897307,AGR16J-010860-000129,Research Assistant - Biology,INT,AGR,EG,05,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897307
897320,CSD16J-009815-000129,Director,INT,CSD,EX,01,40,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897320
897350,DUS16J-016737-000045,Senior Policy Advisor,INT,DUS,EC,07,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897350
897360,DND16J-016934-000016,"Director, Civilian Human Resources",INT,DND,EX,01,91,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897360
897374,BSF16J-008978-000069,"Associate Vice-President, Operations Branch",INT,BSF,EX,04,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897374
897378,CSD16J-016752-000116,Technical Advisor,INT,CSD,CS,03,454,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=897378
