var temp_adv_data = `one_position,int_process,predicted,lower,upper,Class_Group,Class_Grp_Lvl,Dept_Code,Language,Region_NCR
0,1,28.60299938,23.6056426,34.65830554,EX,EX02,RSN,Bil_Imp,ANY
0,1,14.80676296,12.39229403,17.69165812,PE,PE03,RSN,Bil_Imp,ANY
0,1,17.68371891,14.70320724,21.26841508,PE,PE04,RSN,Bil_Imp,ANY
0,1,30.43775902,25.83901587,35.85497137,PM,PM04,RSN,Bil_Imp,ANY
0,1,47.96265975,33.86714235,67.9247368,AS,AS04,RTC,Bil_Imp,ANY
0,1,45.73935028,41.04191948,50.97442298,AS,AS02,SHC,Bil_Imp,ANY
0,1,32.40174017,28.7626349,36.50127221,AS,AS05,SHC,Bil_Imp,ANY
0,1,36.64114026,18.97881215,70.74063164,BI,BI05,SHC,Bil_Imp,ANY
0,1,54.93758105,47.68883051,63.28814901,CR,CR04,SHC,Bil_Imp,ANY
0,1,39.09979823,34.21231909,44.68548939,EC,EC06,SHC,Bil_Imp,ANY
0,1,42.35040728,36.57891342,49.03253895,EC,EC07,SHC,Bil_Imp,ANY
0,1,33.90754065,23.91646284,48.07238098,EC,EC08,SHC,Bil_Imp,ANY
0,1,53.98007241,46.95465346,62.05664408,EX,EX01,SHC,Bil_Imp,ANY
0,1,34.74191556,29.20659912,41.32630068,EX,EX02,SHC,Bil_Imp,ANY
0,1,23.65883828,19.38908377,28.86885402,EX,EX03,SHC,Bil_Imp,ANY
0,1,21.4790855,18.29896387,25.21187085,PE,PE04,SHC,Bil_Imp,ANY
0,1,47.52793136,40.83084628,55.32347393,PM,PM03,SHC,Bil_Imp,ANY
0,1,36.97046032,32.14835751,42.51585592,PM,PM04,SHC,Bil_Imp,ANY
0,1,32.33074376,27.9376422,37.41464597,PM,PM05,SHC,Bil_Imp,ANY
0,1,76.86419184,46.59624018,126.7935774,Multi,PE05,SIF,Bil_Imp,ANY
0,1,31.80082027,21.07522654,47.98487779,Multi,RE05,SIF,Bil_Imp,ANY
0,1,45.30288697,38.74524199,52.97041552,AS,AS01,STC,Bil_Imp,ANY
0,1,41.89400659,36.22361367,48.45203475,AS,AS02,STC,Bil_Imp,ANY
0,1,34.62577952,29.92572659,40.06400993,AS,AS03,STC,Bil_Imp,ANY
0,1,34.30253922,29.5719374,39.78989204,AS,AS04,STC,Bil_Imp,ANY
0,1,29.67770001,25.43009984,34.63477861,AS,AS05,STC,Bil_Imp,ANY
0,1,32.65735728,26.67136806,39.98681215,CS,CS03,STC,Bil_Imp,ANY
0,1,45.07784846,35.00550215,58.0483723,EC,EC02,STC,Bil_Imp,ANY
0,1,30.48691849,25.51140685,36.43280845,EC,EC04,STC,Bil_Imp,ANY
0,1,41.01371959,35.01449982,48.04081748,EC,EC05,STC,Bil_Imp,ANY
0,1,35.81264699,30.40023301,42.1886794,EC,EC06,STC,Bil_Imp,ANY
0,1,49.44192464,41.68082346,58.64816742,EX,EX01,STC,Bil_Imp,ANY
0,1,31.82113499,26.05609058,38.86172521,EX,EX02,STC,Bil_Imp,ANY
0,1,50.44423563,40.25800491,63.2078245,FI,FI03,STC,Bil_Imp,ANY
0,1,29.86060876,22.60413259,39.44659021,FI,FI04,STC,Bil_Imp,ANY
0,1,29.3699304,10.4119522,82.84640526,MA,MA05,STC,Bil_Imp,ANY
0,1,16.47267815,13.69208305,19.8179579,PE,PE03,STC,Bil_Imp,ANY
0,1,81.8182856,66.19540918,101.1283402,PM,PM01,STC,Bil_Imp,ANY
0,1,51.97955283,46.3651945,58.27375345,AS,AS01,SVC,Bil_Imp,ANY
0,1,48.06827721,43.60123645,52.99297593,AS,AS02,SVC,Bil_Imp,ANY
0,1,39.72887064,36.12625156,43.69075379,AS,AS03,SVC,Bil_Imp,ANY
0,1,39.35799171,35.39920948,43.75949447,AS,AS04,SVC,Bil_Imp,ANY
0,1,34.05155121,30.63967372,37.84335795,AS,AS05,SVC,Bil_Imp,ANY
0,1,28.65594727,25.1639921,32.63247385,AS,AS06,SVC,Bil_Imp,ANY
0,1,33.06730378,27.84358437,39.27104228,AS,AS07,SVC,Bil_Imp,ANY
0,1,57.7348576,50.4312383,66.09621129,CR,CR04,SVC,Bil_Imp,ANY
0,1,47.05825494,41.45378118,53.42044308,EC,EC05,SVC,Bil_Imp,ANY
0,1,41.09065671,36.04695619,46.84007326,EC,EC06,SVC,Bil_Imp,ANY
0,1,56.72859515,49.73310015,64.70808171,EX,EX01,SVC,Bil_Imp,ANY
0,1,36.51088216,30.89450447,43.14827309,EX,EX02,SVC,Bil_Imp,ANY
0,1,22.89928803,16.03657079,32.69884809,EX,EX04,SVC,Bil_Imp,ANY
0,1,43.47697264,36.28468413,52.09490438,FI,FI02,SVC,Bil_Imp,ANY
0,1,34.35113698,26.04583148,45.30477794,PC,PC04,SVC,Bil_Imp,ANY
0,1,60.67308035,45.7400839,80.48132765,PE,PE01,SVC,Bil_Imp,ANY
0,1,18.90039469,16.25936944,21.97040424,PE,PE03,SVC,Bil_Imp,ANY
0,1,22.57274381,19.28532775,26.42053948,PE,PE04,SVC,Bil_Imp,ANY
0,1,37.33935741,28.61205147,48.72868391,PE,PE05,SVC,Bil_Imp,ANY
0,1,49.94792812,43.05436979,57.9452338,PM,PM03,SVC,Bil_Imp,ANY
0,1,38.85289853,33.96388257,44.4456761,PM,PM04,SVC,Bil_Imp,ANY
0,1,33.97693985,29.48354628,39.15514202,PM,PM05,SVC,Bil_Imp,ANY
0,1,40.7774206,34.14826297,48.69348792,PM,PM06,SVC,Bil_Imp,ANY
0,1,11,2.376484224,50.91554944,TR,TR04,SVC,Bil_Imp,ANY
0,1,17,5.921298138,48.8068652,TR,TR05,SVC,Bil_Imp,ANY
0,1,50.30368566,42.28104988,59.84857986,AS,AS02,TBD,Bil_Imp,ANY
0,1,41.18832956,34.39708451,49.32041527,AS,AS04,TBD,Bil_Imp,ANY
0,1,49.24669245,40.66778833,59.6353236,EC,EC05,TBD,Bil_Imp,ANY
0,1,43.0015719,35.45384305,52.15612828,EC,EC06,TBD,Bil_Imp,ANY
0,1,59.36675047,48.9340692,72.02366611,EX,EX01,TBD,Bil_Imp,ANY
0,1,38.20881558,30.64143308,47.64508189,EX,EX02,TBD,Bil_Imp,ANY
0,1,23.96421619,16.45474446,34.90079465,EX,EX04,TBD,Bil_Imp,ANY
0,1,8.791075739,5.10807895,15.12956503,EX,EX05,TBD,Bil_Imp,ANY
0,1,35.85473911,26.79959773,47.96946319,FI,FI04,TBD,Bil_Imp,ANY
0,1,19.77935488,16.05407763,24.36906612,PE,PE03,TBD,Bil_Imp,ANY
0,1,23.62248608,19.12470835,29.17805796,PE,PE04,TBD,Bil_Imp,ANY
0,1,26.42803578,18.18682352,38.40368685,PE,PE06,TBD,Bil_Imp,ANY
0,1,52.27074947,42.62105678,64.10519721,PM,PM03,TBD,Bil_Imp,ANY
0,1,25.92768713,17.36700109,38.70817744,AS,AS05,BSF,Bil_Non_Imp,ANY
0,1,18.28082703,12.29640918,27.17774205,AS,AS06,MOT,Bil_Non_Imp,ANY
0,1,21.85679041,13.98933481,34.14882077,FI,FI04,MOT,Bil_Non_Imp,ANY
0,1,20.77200689,16.96854085,25.42801257,CO,CO02,AGR,En_Ess,ANY
0,1,27.84094468,24.2301801,31.98978288,CR,CR05,AGR,En_Ess,ANY
0,1,42.74566364,35.93951272,50.84074942,PM,PM02,AGR,En_Ess,ANY
0,1,22.41913431,19.3329668,25.99795409,PM,PM04,AGR,En_Ess,ANY
0,1,23.20157785,19.82289075,27.15614091,AS,AS03,AHS,En_Ess,ANY
0,1,27.62247394,21.81112124,34.98220279,EC,EC03,AHS,En_Ess,ANY
0,1,27.48192304,23.14592104,32.63020264,EC,EC05,AHS,En_Ess,ANY
0,1,19.05792064,15.21647082,23.86915753,EG,EG05,AHS,En_Ess,ANY
0,1,15.66394068,9.627210805,25.48599409,GS,GS06,AHS,En_Ess,ANY
0,1,23.81392884,19.25401796,29.45375911,PM,PM06,AHS,En_Ess,ANY
0,1,41.21778855,35.11960947,48.37485719,AS,AS01,BSF,En_Ess,ANY
0,1,38.11629723,32.8025515,44.29082643,AS,AS02,BSF,En_Ess,ANY
0,1,31.50346819,27.12809135,36.58453133,AS,AS03,BSF,En_Ess,ANY
0,1,27.00157199,23.05837185,31.61909672,AS,AS05,BSF,En_Ess,ANY
0,1,22.72306534,19.02227529,27.14384533,AS,AS06,BSF,En_Ess,ANY
0,1,45.78152413,38.51213681,54.42305012,CR,CR04,BSF,En_Ess,ANY
0,1,38.25962423,32.39323322,45.18841441,CR,CR05,BSF,En_Ess,ANY
0,1,37.77190367,18.38741771,77.59201046,FB,FB03,BSF,En_Ess,ANY
0,1,66.86633422,43.4139864,102.987701,FB,FB04,BSF,En_Ess,ANY
0,1,60.92504228,37.76407433,98.29079205,FB,FB05,BSF,En_Ess,ANY
0,1,62.37358615,30.43650409,127.8223096,FB,FB08,BSF,En_Ess,ANY
0,1,47.94164114,37.59042848,61.1432497,FI,FI01,BSF,En_Ess,ANY
0,1,24.68559876,18.95867815,32.14247224,PM,PM05,CAJ,En_Ess,ANY
0,1,25.1035987,18.47673369,34.10725502,CR,CR05,CGC,En_Ess,ANY
0,1,25.98752436,18.96425433,35.61181003,PM,PM03,CGC,En_Ess,ANY
0,1,45.8432606,41.11453973,51.1158475,AS,AS02,CSD,En_Ess,ANY
0,1,37.88987407,33.90337923,42.3451169,AS,AS03,CSD,En_Ess,ANY
0,1,27.3295016,23.64032632,31.59438864,AS,AS06,CSD,En_Ess,ANY
0,1,55.06238785,47.80234409,63.42506029,CR,CR04,CSD,En_Ess,ANY
0,1,29.59035853,25.50863619,34.32521093,CS,CS02,CSD,En_Ess,ANY
0,1,33.3608519,28.57611925,38.94673136,EC,EC04,CSD,En_Ess,ANY
0,1,39.18862487,34.18512016,44.9244675,EC,EC06,CSD,En_Ess,ANY
0,1,41.46448142,34.3977723,49.98298157,FI,FI02,CSD,En_Ess,ANY
0,1,55.19950056,44.98998435,67.72584845,FI,FI03,CSD,En_Ess,ANY
0,1,29.1629535,23.58724933,36.05667811,IS,IS03,CSD,En_Ess,ANY
0,1,31.63564611,25.71969305,38.91236583,IS,IS04,CSD,En_Ess,ANY
0,1,16.18079932,7.741533192,33.81995014,NU,NU02,CSD,En_Ess,ANY
0,1,89.53111182,75.85488519,105.6730883,PM,PM01,CSD,En_Ess,ANY
0,1,70.65023184,61.00020774,81.82685672,PM,PM02,CSD,En_Ess,ANY
0,1,37.05444954,32.43570339,42.33089119,PM,PM04,CSD,En_Ess,ANY
0,1,32.40419251,28.0925698,37.37755925,PM,PM05,CSD,En_Ess,ANY
0,1,37.86449535,23.34665158,61.41009144,TI,TI05,CSD,En_Ess,ANY
0,1,39.69223926,34.96836225,45.05426495,AS,AS01,DFO,En_Ess,ANY
0,1,36.70554008,32.80813043,41.06593867,AS,AS02,DFO,En_Ess,ANY
0,1,30.3374645,27.07038705,33.99883979,AS,AS03,DFO,En_Ess,ANY
0,1,30.05425669,26.63403705,33.9136851,AS,AS04,DFO,En_Ess,ANY
0,1,26.0021921,22.95948635,29.4481324,AS,AS05,DFO,En_Ess,ANY
0,1,43.09726442,33.25960785,55.84474143,BI,BI03,DFO,En_Ess,ANY
0,1,12.57257576,8.285126705,19.07872587,BI,BI04,DFO,En_Ess,ANY
0,1,29.97700636,22.4970076,39.94401952,CO,CO01,DFO,En_Ess,ANY
0,1,27.48882044,22.31112688,33.86808984,CO,CO02,DFO,En_Ess,ANY
0,1,16.0460335,12.50176487,20.59510746,CO,CO03,DFO,En_Ess,ANY
0,1,44.08706225,38.26214202,50.79875185,CR,CR04,DFO,En_Ess,ANY
0,1,36.11805318,29.23328115,44.62426775,EC,EC03,DFO,En_Ess,ANY
0,1,26.71119092,22.78183595,31.31827137,EC,EC04,DFO,En_Ess,ANY
0,1,35.93427439,31.36966945,41.16307563,EC,EC05,DFO,En_Ess,ANY
0,1,16.15379308,12.865328,20.28281213,EG,EG06,DFO,En_Ess,ANY
0,1,19.11762258,12.01188982,30.42681032,EL,EL06,DFO,En_Ess,ANY
0,1,43.31866761,37.44240622,50.11715734,EX,EX01,DFO,En_Ess,ANY
0,1,33.19956226,27.47825824,40.11211062,FI,FI02,DFO,En_Ess,ANY
0,1,8.989896596,6.410128552,12.60789704,GT,GT03,DFO,En_Ess,ANY
0,1,11.45927327,7.862356475,16.70172859,GT,GT05,DFO,En_Ess,ANY
0,1,25.32986225,20.5894754,31.16164494,IS,IS04,DFO,En_Ess,ANY
0,1,29.27545133,23.34709939,36.70914472,PC,PC02,DFO,En_Ess,ANY
0,1,23.40477942,18.70075359,29.29206554,PC,PC03,DFO,En_Ess,ANY
0,1,46.33072604,34.71138997,61.83953385,PE,PE01,DFO,En_Ess,ANY
0,1,24.39421642,18.79223512,31.66615311,PE,PE02,DFO,En_Ess,ANY
0,1,14.43257872,12.30106175,16.93344304,PE,PE03,DFO,En_Ess,ANY
0,1,17.23683063,14.56344861,20.40095982,PE,PE04,DFO,En_Ess,ANY
0,1,56.56785495,47.78728021,66.96179819,PM,PM02,DFO,En_Ess,ANY
0,1,25.94521793,22.37426271,30.08610125,PM,PM05,DFO,En_Ess,ANY
0,1,13,2.858535471,59.12118346,RO,RO03,DFO,En_Ess,ANY
0,1,11.00866574,4.641311247,26.11131097,RO,RO04,DFO,En_Ess,ANY
0,1,16.57401164,7.088483632,38.75269749,SC,SC03,DFO,En_Ess,ANY
0,1,16.45230074,7.899164678,34.26668651,SC,SC04,DFO,En_Ess,ANY
0,1,5.551895866,2.037964125,15.1246763,SO,SO05,DFO,En_Ess,ANY
0,1,9.73444427,5.264312496,18.00033818,SO,SO06,DFO,En_Ess,ANY
0,1,9.10642765,4.285265568,19.3516652,SO,SO07,DFO,En_Ess,ANY
0,1,6,1.182104524,30.45415974,SO,SO12,DFO,En_Ess,ANY
0,1,2,0.276210542,14.48170651,SO,SO13,DFO,En_Ess,ANY
0,1,28.14139015,25.09857752,31.55309655,AS,AS04,DND,En_Ess,ANY
0,1,22.18430883,19.26067443,25.55173029,CS,CS02,DND,En_Ess,ANY
0,1,29.38026439,25.58165662,33.74292558,EC,EC06,DND,En_Ess,ANY
0,1,23.33333577,19.22609349,28.31800222,EG,EG05,DND,En_Ess,ANY
0,1,15.12565086,12.08153954,18.93676822,EG,EG06,DND,En_Ess,ANY
0,1,14.0412564,9.407552197,20.95729867,EG,EG07,DND,En_Ess,ANY
0,1,12.85688898,10.17296104,16.24891647,EN,EN04,DND,En_Ess,ANY
0,1,43.22881854,34.5764476,54.04634895,FI,FI01,DND,En_Ess,ANY
0,1,31.08650611,25.79151538,37.46855692,FI,FI02,DND,En_Ess,ANY
0,1,12.08226387,5.612612509,26.00947421,FR,FR03,DND,En_Ess,ANY
0,1,11.60901788,6.969264748,19.33766343,GS,GS03,DND,En_Ess,ANY
0,1,15.3426976,11.39664313,20.65506193,GS,GS05,DND,En_Ess,ANY
0,1,17.97125128,8.467898766,38.14002522,GS,GS07,DND,En_Ess,ANY
0,1,8.417715672,6.027919842,11.75495677,GT,GT03,DND,En_Ess,ANY
0,1,17.10374599,13.23767108,22.09891189,GT,GT04,DND,En_Ess,ANY
0,1,24.7817208,14.80582604,41.47919096,GT,GT07,DND,En_Ess,ANY
0,1,12.59142809,5.212577362,30.41567545,GT,GT08,DND,En_Ess,ANY
0,1,16.13975619,13.6801791,19.04154384,PE,PE04,DND,En_Ess,ANY
0,1,19.07207075,14.16359441,25.68160823,PG,PG03,DND,En_Ess,ANY
0,1,21.87382657,17.37491548,27.53764698,PG,PG04,DND,En_Ess,ANY
0,1,22.26074937,16.61930067,29.81719702,PG,PG05,DND,En_Ess,ANY
0,1,10,2.136050276,46.8153775,SR,SR11,DND,En_Ess,ANY
0,1,40.56959888,35.31851387,46.60140457,AS,AS01,DOE,En_Ess,ANY
0,1,25.59933723,21.1034067,31.05309375,EG,EG04,DOE,En_Ess,ANY
0,1,25.47020192,20.92752026,30.99895153,EG,EG05,DOE,En_Ess,ANY
0,1,17.99999999,6.288321137,51.5240861,MT,MT05,DOE,En_Ess,ANY
0,1,29.92255765,23.67193346,37.8236724,PC,PC02,DOE,En_Ess,ANY
0,1,26.81077025,20.51042035,35.04644902,PC,PC04,DOE,En_Ess,ANY
0,1,38.98393307,33.04930946,45.98422971,PM,PM03,DOE,En_Ess,ANY
0,1,30.32435684,26.04733248,35.3036772,PM,PM04,DOE,En_Ess,ANY
0,1,26.51871257,22.6113464,31.10129331,PM,PM05,DOE,En_Ess,ANY
0,1,26.01862905,20.99792681,32.2398046,CO,CO02,DUS,En_Ess,ANY
0,1,67.85133576,55.75815483,82.56736218,PM,PM01,DUS,En_Ess,ANY
0,1,30.26868713,10.57026373,86.6764959,SG,SG07,DUS,En_Ess,ANY
0,1,35.10142511,28.56959013,43.12662657,AS,AS01,DVA,En_Ess,ANY
0,1,25.33972041,18.4433384,34.81481587,AS,AS03,ESO,En_Ess,ANY
0,1,23.53595161,14.33372092,38.64600275,IS,IS02,ESO,En_Ess,ANY
0,1,46.23759406,40.3621896,52.96826376,AS,AS01,IAN,En_Ess,ANY
0,1,42.75838032,37.8842788,48.25957219,AS,AS02,IAN,En_Ess,ANY
0,1,35.34019231,31.33195116,39.86120065,AS,AS03,IAN,En_Ess,ANY
0,1,35.01028278,30.80033752,39.79566457,AS,AS04,IAN,En_Ess,ANY
0,1,42.07401528,34.03384443,52.01359973,EC,EC03,IAN,En_Ess,ANY
0,1,31.11593666,26.46773412,36.58044584,EC,EC04,IAN,En_Ess,ANY
0,1,32.47768124,27.02538237,39.02996688,EX,EX02,IAN,En_Ess,ANY
0,1,60.44759904,50.29989434,72.64254285,Multi,AS03,IAN,En_Ess,ANY
0,1,44.14916349,33.81803107,57.63637253,Multi,PM03,IAN,En_Ess,ANY
0,1,65.89604323,55.31436367,78.50200607,PM,PM02,IAN,En_Ess,ANY
0,1,34.56098509,29.94284438,39.89139024,PM,PM04,IAN,En_Ess,ANY
0,1,30.2236527,26.05944718,35.05328322,PM,PM05,IAN,En_Ess,ANY
0,1,36.27291344,30.15194469,43.63646402,PM,PM06,IAN,En_Ess,ANY
0,1,38.88647098,32.17291701,47.0009488,CS,CS03,IMC,En_Ess,ANY
0,1,45.12010794,36.97166847,55.06443784,FI,FI02,IMC,En_Ess,ANY
0,1,41.37695827,35.4422892,48.30536385,AS,AS01,JUS,En_Ess,ANY
0,1,31.62512436,27.39553994,36.50771231,AS,AS03,JUS,En_Ess,ANY
0,1,37.65106749,30.09341047,47.10675397,EC,EC03,JUS,En_Ess,ANY
0,1,27.84493525,23.2190215,33.39246743,EC,EC04,JUS,En_Ess,ANY
0,1,28.26091485,19.08242527,41.8541824,LP,LP01,JUS,En_Ess,ANY
0,1,19.54279357,14.49735776,26.3441647,LP,LP02,JUS,En_Ess,ANY
0,1,13.41145997,9.77846616,18.39422008,LP,LP03,JUS,En_Ess,ANY
0,1,31.93485132,27.83167474,36.64295226,AS,AS02,MOT,En_Ess,ANY
0,1,14.05425392,11.02050891,17.92313357,EG,EG06,MOT,En_Ess,ANY
0,1,40.16678673,31.56165284,51.11806926,FI,FI01,MOT,En_Ess,ANY
0,1,28.8845521,23.51522818,35.47987472,FI,FI02,MOT,En_Ess,ANY
0,1,5,0.947459622,26.38634873,Multi,AO04,MOT,En_Ess,ANY
0,1,19.97974307,13.48092825,29.61147228,Multi,EN05,MOT,En_Ess,ANY
0,1,19,4.309936216,83.75994027,Multi,TI07,MOT,En_Ess,ANY
0,1,20.36281579,16.03391501,25.86045059,PC,PC03,MOT,En_Ess,ANY
0,1,49.21562341,40.84073802,59.30787994,PM,PM02,MOT,En_Ess,ANY
0,1,33.18362444,27.86029992,39.52408747,PM,PM03,MOT,En_Ess,ANY
0,1,14.4682027,10.66106746,19.63489024,TI,TI06,MOT,En_Ess,ANY
0,1,27.33877342,21.44615893,34.85046131,AS,AS02,NPB,En_Ess,ANY
0,1,22.09753815,17.07570736,28.59624976,PM,PM04,NPB,En_Ess,ANY
0,1,22.42580895,16.08333092,31.26944969,PG,PG03,PCO,En_Ess,ANY
0,1,34.08357248,29.58915514,39.26066518,AS,AS01,PEN,En_Ess,ANY
0,1,31.51890543,27.7059463,35.85661319,AS,AS02,PEN,En_Ess,ANY
0,1,26.05066354,22.82793041,29.72836603,AS,AS03,PEN,En_Ess,ANY
0,1,25.80747409,22.50198785,29.59852806,AS,AS04,PEN,En_Ess,ANY
0,1,18.7900242,16.09065402,21.94224108,AS,AS06,PEN,En_Ess,ANY
0,1,21.68259986,17.81844361,26.38474757,AS,AS07,PEN,En_Ess,ANY
0,1,57.56307427,40.54139953,81.73145373,CX,CX02,PEN,En_Ess,ANY
0,1,31.88672651,15.36685756,66.16598894,CX,CX03,PEN,En_Ess,ANY
0,1,78.5526579,34.49225856,178.8957964,CX,CX04,PEN,En_Ess,ANY
0,1,12.386097,7.358710862,20.84813521,ED,ED01,PEN,En_Ess,ANY
0,1,23.94059261,19.77199658,28.98806764,EX,EX02,PEN,En_Ess,ANY
0,1,39.64362131,31.31166745,50.19268657,FI,FI01,PEN,En_Ess,ANY
0,1,16.48079925,7.773597672,34.94093152,GS,GS07,PEN,En_Ess,ANY
0,1,13.44669664,5.719914573,31.61125018,GS,GS08,PEN,En_Ess,ANY
0,1,5.221869847,3.41803483,7.977661449,NU,NU05,PEN,En_Ess,ANY
0,1,12.39319958,10.4595911,14.68426388,PE,PE03,PEN,En_Ess,ANY
0,1,24.04625446,18.92678511,30.55047913,PG,PG02,PEN,En_Ess,ANY
0,1,2.347632676,1.004511396,5.486626833,PS,PS03,PEN,En_Ess,ANY
0,1,18.02268904,11.92372261,27.24126776,WP,WP05,PEN,En_Ess,ANY
0,1,24.2593021,16.26969005,36.17240013,LP,LP01,PPD,En_Ess,ANY
0,1,11.51246026,8.166802702,16.2287184,LP,LP03,PPD,En_Ess,ANY
0,1,7.024214393,3.871314706,12.74491783,LP,LP04,PPD,En_Ess,ANY
0,1,75.25395441,60.12105233,94.19591699,PM,PM02,PSP,En_Ess,ANY
0,1,39.46899797,32.37395224,48.11898742,PM,PM04,PSP,En_Ess,ANY
0,1,32.84125785,29.21169598,36.92179386,AS,AS01,RCM,En_Ess,ANY
0,1,30.37007054,27.50767696,33.53031905,AS,AS02,RCM,En_Ess,ANY
0,1,25.101141,22.62405408,27.84944189,AS,AS03,RCM,En_Ess,ANY
0,1,24.86681558,22.20822589,27.84367018,AS,AS04,RCM,En_Ess,ANY
0,1,30.48426976,27.04761267,34.3575869,CR,CR05,RCM,En_Ess,ANY
0,1,23.63007355,18.46783902,30.23528499,CS,CS01,RCM,En_Ess,ANY
0,1,19.60290922,17.03129986,22.56281393,CS,CS02,RCM,En_Ess,ANY
0,1,32.6781215,25.58547242,41.73695163,EC,EC02,RCM,En_Ess,ANY
0,1,29.73192727,26.30946695,33.59959748,EC,EC05,RCM,En_Ess,ANY
0,1,31.30377345,10.96925415,89.33389811,EG,EG01,RCM,En_Ess,ANY
0,1,36.56835713,29.8968665,44.72859199,FI,FI03,RCM,En_Ess,ANY
0,1,10.25817506,6.131936081,17.16100007,GS,GS03,RCM,En_Ess,ANY
0,1,8.597353681,6.27180682,11.78519882,NU,NU03,RCM,En_Ess,ANY
0,1,11.94147894,10.26027959,13.89815142,PE,PE03,RCM,En_Ess,ANY
0,1,23.16979077,18.46905177,29.06696084,PG,PG02,RCM,En_Ess,ANY
0,1,59.3122336,49.332793,71.310397,PM,PM01,RCM,En_Ess,ANY
0,1,31.55765483,27.19864423,36.61526545,PM,PM03,RCM,En_Ess,ANY
0,1,23.79837051,14.70740655,38.50865459,PO,PO01,RCM,En_Ess,ANY
0,1,18.50146515,11.38948301,30.05441181,PO,PO02,RCM,En_Ess,ANY
0,1,12.70253838,5.859100301,27.53912256,PO,PO03,RCM,En_Ess,ANY
0,1,70,16.70129179,293.3904791,EC,EC03,RPP,En_Ess,ANY
0,1,22.33097588,18.65584102,26.73009933,EC,EC04,RSN,En_Ess,ANY
0,1,37.2724768,33.36485751,41.63774793,AS,AS02,SHC,En_Ess,ANY
0,1,30.80604289,27.52416694,34.47923712,AS,AS03,SHC,En_Ess,ANY
0,1,30.51846078,27.05582338,34.42425076,AS,AS04,SHC,En_Ess,ANY
0,1,43.76292475,33.70053495,56.82976799,BI,BI03,SHC,En_Ess,ANY
0,1,44.76801053,38.86027806,51.57386584,CR,CR04,SHC,En_Ess,ANY
0,1,37.41263082,32.77780109,42.70283235,CR,CR05,SHC,En_Ess,ANY
0,1,27.12375957,23.2091401,31.69864674,EC,EC04,SHC,En_Ess,ANY
0,1,36.4892985,31.92063017,41.71186151,EC,EC05,SHC,En_Ess,ANY
0,1,34.51086566,29.66812543,40.14408835,EC,EC07,SHC,En_Ess,ANY
0,1,25.43256967,21.02616709,30.76241129,EG,EG04,SHC,En_Ess,ANY
0,1,25.30427561,20.80547679,30.77585631,EG,EG05,SHC,En_Ess,ANY
0,1,16.40329707,13.10793981,20.52711246,EG,EG06,SHC,En_Ess,ANY
0,1,6.175088254,4.014795915,9.497796587,NU,NU05,SHC,En_Ess,ANY
0,1,26.63611077,20.14168107,35.22458698,PC,PC04,SHC,En_Ess,ANY
0,1,57.44157576,48.59768316,67.89489562,PM,PM02,SHC,En_Ess,ANY
0,1,30.12680801,26.20822859,34.63128223,PM,PM04,SHC,En_Ess,ANY
0,1,26.34595571,22.75427241,30.50457381,PM,PM05,SHC,En_Ess,ANY
0,1,31.61909582,26.32383023,37.97954979,PM,PM06,SHC,En_Ess,ANY
0,1,28.67518437,17.53980341,46.88001225,SG,SG05,SHC,En_Ess,ANY
0,1,28.47534686,18.12790728,44.72912212,RE,RE06,SIF,En_Ess,ANY
0,1,16.69072061,10.90210672,25.55287355,RE,RE07,SIF,En_Ess,ANY
0,1,28.21615427,24.23874336,32.84623093,AS,AS03,STC,En_Ess,ANY
0,1,36.73342648,28.46065796,47.41087233,EC,EC02,STC,En_Ess,ANY
0,1,33.42161405,28.4323767,39.28634941,EC,EC05,STC,En_Ess,ANY
0,1,42.35754695,37.67744686,47.61898519,AS,AS01,SVC,En_Ess,ANY
0,1,39.17029289,35.37540425,43.37227737,AS,AS02,SVC,En_Ess,ANY
0,1,32.37460524,29.27636484,35.80072424,AS,AS03,SVC,En_Ess,ANY
0,1,27.74822215,24.82011448,31.02176798,AS,AS05,SVC,En_Ess,ANY
0,1,23.35140581,20.38450313,26.75013219,AS,AS06,SVC,En_Ess,ANY
0,1,38.54335663,31.37603644,47.34792883,EC,EC03,SVC,En_Ess,ANY
0,1,14.59635357,9.808606296,21.72108157,EG,EG02,SVC,En_Ess,ANY
0,1,46.22748758,40.26091543,53.07829156,EX,EX01,SVC,En_Ess,ANY
0,1,31.24127858,24.90048086,39.19673249,PC,PC02,SVC,En_Ess,ANY
0,1,24.97639493,19.96496212,31.24575442,PC,PC03,SVC,En_Ess,ANY
0,1,29.88361484,23.86624528,37.41813702,PG,PG02,SVC,En_Ess,ANY
0,1,24.92931865,19.82103333,31.3541135,PG,PG04,SVC,En_Ess,ANY
0,1,74.37193373,57.25813696,96.60084698,EC,EC03,CSD,En_Fr_Ess,ANY
0,1,55.00193799,44.0854409,68.62159301,EC,EC04,CSD,En_Fr_Ess,ANY
0,1,73.99350847,60.15720918,91.01218908,EC,EC05,CSD,En_Fr_Ess,ANY
0,1,53.08660826,42.42088604,66.4339725,CS,CS02,IMC,En_Fr_Ess,ANY
0,1,45.97942254,34.09330048,62.00946426,IS,IS04,PCO,En_Fr_Ess,ANY
0,1,32.65589998,26.00822047,41.00272085,CS,CS02,RSN,En_Fr_Ess,ANY
0,1,40.95931184,32.35222872,51.85624896,EC,EC04,STC,En_Fr_Ess,ANY
